,product_name,image,product_specifications,categories,description
576,"Sonata super fiber Digital Watch  - For Boys, Men, Girls",c7207128c680a437e1cad834a8880007.jpg,"{""product_specification""=>[{""key""=>""Chronograph"", ""value""=>""No""}, {""key""=>""Date Display"", ""value""=>""Yes Digital Display""}, {""key""=>""Altimeter"", ""value""=>""No""}, {""key""=>""Tourbillon"", ""value""=>""No""}, {""key""=>""Alarm Clock"", ""value""=>""Yes""}, {""key""=>""Calendar"", ""value""=>""Yes""}, {""key""=>""Luminous"", ""value""=>""Yes""}, {""key""=>""Barometer"", ""value""=>""No""}, {""key""=>""Moonphase"", ""value""=>""No""}, {""key""=>""Compass"", ""value""=>""No""}, {""key""=>""Light"", ""value""=>""Yes""}, {""key""=>""GPS"", ""value""=>""No""}, {""key""=>""Chronograph Feature"", ""value""=>""No""}, {""key""=>""Diameter"", ""value""=>""32 mm""}, {""key""=>""Weight"", ""value""=>""85 g""}, {""key""=>""Other Dimensions"", ""value""=>""Round Shape""}, {""key""=>""Height"", ""value""=>""35 mm""}, {""key""=>""Width"", ""value""=>""32 mm""}, {""key""=>""Thickness"", ""value""=>""8 mm""}, {""key""=>""Mechanism"", ""value""=>""Quartz""}, {""key""=>""Type"", ""value""=>""Digital""}, {""key""=>""Series"", ""value""=>""Digital""}, {""key""=>""Style Code"", ""value""=>""super fiber""}, {""key""=>""Occasion"", ""value""=>""Party-Wedding, Casual, Formal, Sports""}, {""key""=>""Ideal For"", ""value""=>""Boys, Men, Girls""}, {""key""=>""Novelty Feature"", ""value""=>""Digital Watch""}, {""key""=>""Power Source"", ""value""=>""Battery Powered""}, {""value""=>""1 year manufacturer's warranty""}, {""value""=>""Digital Display""}, {""key""=>""Strap Color"", ""value""=>""Black""}, {""key""=>""Shock Resistance"", ""value""=>""Yes""}, {""key""=>""Scratch Resistant"", ""value""=>""No""}, {""key""=>""Water Resistant"", ""value""=>""Yes""}, {""key""=>""Other Body Features"", ""value""=>""Full Function""}, {""key""=>""Dial Color"", ""value""=>""Black, Yellow""}, {""key""=>""Box Material"", ""value""=>""Corogated and Metal""}, {""key""=>""Strap Type"", ""value""=>""Belt""}, {""key""=>""Dial Shape"", ""value""=>""Round""}, {""key""=>""Strap Design"", ""value""=>""Mesh""}, {""key""=>""Case / Bezel Material"", ""value""=>""Fiber""}, {""key""=>""Water Resistance Depth"", ""value""=>""30 m""}, {""key""=>""Clasp Type"", ""value""=>""Buckle""}, {""key""=>""Strap Material"", ""value""=>""Silicone Strap""}, {""value""=>""Watch""}]}",watches,sonata super fiber digital watch boys girls sonata super fiber digital watch boys girls super fiber online india only flipkart digital display alarm great discounts only genuine products replacement guarantee free shipping cash delivery
577,Maxima 05712LMLY Analog Watch  - For Women,059bc43e03e1824a9ab6466e32e5f137.jpg,"{""product_specification""=>[{""key""=>""Type"", ""value""=>""Analog""}, {""key""=>""Style Code"", ""value""=>""05712LMLY""}, {""key""=>""Ideal For"", ""value""=>""Women""}, {""key""=>""Set Content"", ""value""=>""1 Watch""}, {""key""=>""Weight"", ""value""=>""35 g""}, {""key""=>""Height"", ""value""=>""25 mm""}, {""key""=>""Other Dimensions"", ""value""=>""Strap Length - 181 mm, Strap Width - 10 mm, Dial Height - 16 mm, Dial Width - 14 mm""}, {""key""=>""Width"", ""value""=>""19 mm""}, {""key""=>""Thickness"", ""value""=>""7 mm""}, {""value""=>""1 Year Domestic Warranty""}, {""value""=>""Warranty Card, Instructions Manual""}, {""key""=>""Strap Type"", ""value""=>""Band""}, {""key""=>""Dial Shape"", ""value""=>""Oval""}, {""key""=>""Box Material"", ""value""=>""Plastic""}, {""key""=>""Strap Color"", ""value""=>""Brown""}, {""key""=>""Case / Bezel Material"", ""value""=>""Brass Case""}, {""key""=>""Water Resistant"", ""value""=>""Yes""}, {""key""=>""Water Resistance Depth"", ""value""=>""30 m""}, {""key""=>""Clasp Type"", ""value""=>""Buckle""}, {""key""=>""Dial Color"", ""value""=>""Gold""}, {""key""=>""Other Body Features"", ""value""=>""Stones Studded on the Dial, Stainless Steel Back Case, Rotating Crown""}, {""key""=>""Strap Material"", ""value""=>""Genuine Leather Strap""}]}",watches,maxima lmly analog watch women maxima lmly analog watch women lmly online india only flipkart water resistant oval dial buckle clasp brass case brown strap great discounts only genuine products replacement guarantee free shipping cash delivery
578,Timewel 1100-N1949_B Analog Watch  - For Women,5338c00e0ddaec0f3af737077e0bbd91.jpg,"{""product_specification""=>[{""key""=>""Mechanism"", ""value""=>""Quartz""}, {""key""=>""Type"", ""value""=>""Analog""}, {""key""=>""Style Code"", ""value""=>""1100-N1949_B""}, {""key""=>""Ideal For"", ""value""=>""Women""}, {""key""=>""Occasion"", ""value""=>""Casual, Formal, Party-Wedding""}, {""key""=>""Power Source"", ""value""=>""Battery Powered""}, {""value""=>""1 Year LG India Warranty and Free Transit Insurance, 2 Years International Warranty for Laptop""}, {""value""=>""1 Watch, 1 Watch Box, 1 Guarantee""}, {""key""=>""Strap Type"", ""value""=>""Leather""}, {""key""=>""Dial Shape"", ""value""=>""Round""}, {""key""=>""Strap Color"", ""value""=>""Black""}, {""key""=>""Case / Bezel Material"", ""value""=>""Steel Case""}, {""key""=>""Dial Color"", ""value""=>""Black""}, {""key""=>""Strap Material"", ""value""=>""Genuine Leather Strap""}, {""key""=>""Scratch Resistant"", ""value""=>""Yes""}]}",watches,timewel analog watch women timewel analog watch women online india only flipkart great discounts only genuine products replacement guarantee free shipping cash delivery
579,Timewel 1100-N31 Analog Watch  - For Men,6c53dbd7a9d43744920bfae3bc06327f.jpg,"{""product_specification""=>[{""key""=>""Date Display"", ""value""=>""Yes, Day and Date Display""}, {""key""=>""Mechanism"", ""value""=>""Quartz""}, {""key""=>""Type"", ""value""=>""Analog""}, {""key""=>""Style Code"", ""value""=>""1100-N31""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Ideal For"", ""value""=>""Men""}, {""key""=>""Power Source"", ""value""=>""Battery Powered""}, {""value""=>""1 Year Warranty by Manufacturer""}, {""key""=>""Dial Shape"", ""value""=>""Square""}, {""key""=>""Strap Type"", ""value""=>""Leather""}, {""key""=>""Strap Color"", ""value""=>""Black""}, {""key""=>""Case / Bezel Material"", ""value""=>""Gold Case""}, {""key""=>""Dial Color"", ""value""=>""White""}, {""key""=>""Strap Material"", ""value""=>""Genuine Leather Strap""}, {""key""=>""Scratch Resistant"", ""value""=>""Yes""}, {""value""=>""1 Watch, 1 Watch Box, Guarantee Card""}]}",watches,timewel analog watch timewel analog watch online india only flipkart great discounts only genuine products replacement guarantee free shipping cash delivery
580,Sonata 7085YL01 Analog Watch  - For Men,6f9c169adda9b562a841a9cf54b16f06.jpg,"{""product_specification""=>[{""key""=>""Type"", ""value""=>""Analog""}, {""key""=>""Style Code"", ""value""=>""7085YL01""}, {""key""=>""Ideal For"", ""value""=>""Men""}, {""value""=>""1 Year""}, {""key""=>""Dial Shape"", ""value""=>""Rectangle""}, {""key""=>""Strap Color"", ""value""=>""Brown""}, {""key""=>""Dial Color"", ""value""=>""White, Gold""}, {""key""=>""Strap Material"", ""value""=>""Leather Strap""}]}",watches,sonata analog watch sonata analog watch online india only flipkart great discounts only genuine products replacement guarantee free shipping cash delivery
581,"Times TIMES_98 Formal Analog Watch  - For Women, Girls",15a0364d0efc54d4e272a49f85b149fc.jpg,"{""product_specification""=>[{""key""=>""Chronograph"", ""value""=>""No""}, {""key""=>""Altimeter"", ""value""=>""No""}, {""key""=>""Date Display"", ""value""=>""No""}, {""key""=>""Barometer"", ""value""=>""No""}, {""key""=>""Alarm Clock"", ""value""=>""No""}, {""key""=>""Compass"", ""value""=>""No""}, {""key""=>""Calendar"", ""value""=>""No""}, {""key""=>""Luminous"", ""value""=>""No""}, {""key""=>""Weight"", ""value""=>""250 g""}, {""key""=>""Mechanism"", ""value""=>""Quartz""}, {""key""=>""Type"", ""value""=>""Analog""}, {""key""=>""Series"", ""value""=>""Formal""}, {""key""=>""Style Code"", ""value""=>""TIMES_98""}, {""key""=>""Occasion"", ""value""=>""Formal""}, {""key""=>""Ideal For"", ""value""=>""Women, Girls""}, {""key""=>""Novelty Feature"", ""value""=>""No""}, {""key""=>""Power Source"", ""value""=>""Battery Powered""}, {""value""=>""1 Year Warranty""}, {""key""=>""Dial Shape"", ""value""=>""Oval""}, {""key""=>""Strap Type"", ""value""=>""Bracelet""}, {""key""=>""Strap Color"", ""value""=>""Gold""}, {""key""=>""Scratch Resistant"", ""value""=>""No""}, {""key""=>""Water Resistant"", ""value""=>""Yes""}, {""key""=>""Dial Color"", ""value""=>""White""}, {""key""=>""Strap Material"", ""value""=>""Metal Strap""}, {""value""=>""1 Watch""}]}",watches,times times formal analog watch women girls times times formal analog watch women girls times online india only flipkart great discounts only genuine products replacement guarantee free shipping cash delivery
582,"Flippd FD040149 Casual Analog Watch  - For Women, Girls",a7bd63ef1d3b345d7f9a162865bb7c0d.jpg,"{""product_specification""=>[{""key""=>""Chronograph"", ""value""=>""No""}, {""key""=>""Altimeter"", ""value""=>""No""}, {""key""=>""Date Display"", ""value""=>""No""}, {""key""=>""Barometer"", ""value""=>""No""}, {""key""=>""Alarm Clock"", ""value""=>""No""}, {""key""=>""Compass"", ""value""=>""No""}, {""key""=>""Calendar"", ""value""=>""No""}, {""key""=>""Luminous"", ""value""=>""No""}, {""key""=>""Type"", ""value""=>""Analog""}, {""key""=>""Series"", ""value""=>""Casual""}, {""key""=>""Style Code"", ""value""=>""FD040149""}, {""key""=>""Occasion"", ""value""=>""Party-Wedding, Casual""}, {""key""=>""Ideal For"", ""value""=>""Women, Girls""}, {""key""=>""Novelty Feature"", ""value""=>""An Excellent Casual Watch""}, {""value""=>""1 Year Flippd Manufacturer Warranty,1 Years International""}, {""key""=>""Dial Shape"", ""value""=>""Round""}, {""key""=>""Strap Color"", ""value""=>""Black""}, {""key""=>""Scratch Resistant"", ""value""=>""No""}, {""key""=>""Water Resistant"", ""value""=>""Yes""}, {""key""=>""Dial Color"", ""value""=>""White""}]}",watches,flippd casual analog watch women girls flippd casual analog watch women girls online india only flipkart great discounts only genuine products replacement guarantee free shipping cash delivery
583,Timewel 1100-N1944_B Analog Watch  - For Women,35a68b44bef47a809314493d28535b9d.jpg,"{""product_specification""=>[{""key""=>""Mechanism"", ""value""=>""Quartz""}, {""key""=>""Type"", ""value""=>""Analog""}, {""key""=>""Style Code"", ""value""=>""1100-N1944_B""}, {""key""=>""Ideal For"", ""value""=>""Women""}, {""key""=>""Occasion"", ""value""=>""Casual, Formal, Party-Wedding""}, {""key""=>""Power Source"", ""value""=>""Battery Powered""}, {""value""=>""1 Year LG India Warranty and Free Transit Insurance, 2 Years International Warranty for Laptop""}, {""value""=>""1 Watch, 1 Watch Box, 1 Guarantee""}, {""key""=>""Strap Type"", ""value""=>""Leather""}, {""key""=>""Dial Shape"", ""value""=>""Rectangle""}, {""key""=>""Strap Color"", ""value""=>""Black""}, {""key""=>""Case / Bezel Material"", ""value""=>""Steel Case""}, {""key""=>""Dial Color"", ""value""=>""Black""}, {""key""=>""Strap Material"", ""value""=>""Genuine Leather Strap""}, {""key""=>""Scratch Resistant"", ""value""=>""Yes""}]}",watches,timewel analog watch women timewel analog watch women online india only flipkart great discounts only genuine products replacement guarantee free shipping cash delivery
584,"Fastrack 9912PP09 Tees Analog Watch  - For Men, Women",8748b6cd9f03afc539f246c55e230502.jpg,"{""product_specification""=>[{""key""=>""Diameter"", ""value""=>""49 mm""}, {""key""=>""Weight"", ""value""=>""54 g""}, {""key""=>""Width"", ""value""=>""51 mm""}, {""key""=>""Thickness"", ""value""=>""13 mm""}, {""key""=>""Type"", ""value""=>""Analog""}, {""key""=>""Series"", ""value""=>""Tees""}, {""key""=>""Style Code"", ""value""=>""9912PP09""}, {""key""=>""Occasion"", ""value""=>""Formal""}, {""key""=>""Ideal For"", ""value""=>""Men, Women""}, {""value""=>""6 Months Domestic Warranty""}, {""key""=>""Box Material"", ""value""=>""Cardboard""}, {""key""=>""Dial Shape"", ""value""=>""Round""}, {""key""=>""Strap Color"", ""value""=>""Blue""}, {""key""=>""Case / Bezel Material"", ""value""=>""Stainless Steel Back Case""}, {""key""=>""Water Resistant"", ""value""=>""Yes""}, {""key""=>""Water Resistance Depth"", ""value""=>""30 m""}, {""key""=>""Clasp Type"", ""value""=>""Buckle""}, {""key""=>""Other Body Features"", ""value""=>""Extra Large Sized Case, Tongue-in-cheek Message on the Strap""}, {""key""=>""Dial Color"", ""value""=>""White""}, {""key""=>""Strap Material"", ""value""=>""Rubber Strap""}]}",watches,fastrack tees analog watch women fastrack tees analog watch women online india only flipkart round dial stainless steel back case water resistant buckle clasp blue strap great discounts only genuine products replacement guarantee free shipping cash delivery
585,Flippd FDRBB1614 Fibre Analog Watch  - For Men,a70ea60f971825b2eb57261029f317ec.jpg,"{""product_specification""=>[{""key""=>""Mechanism"", ""value""=>""Quartz""}, {""key""=>""Type"", ""value""=>""Analog""}, {""key""=>""Series"", ""value""=>""Fibre""}, {""key""=>""Style Code"", ""value""=>""FDRBB1614""}, {""key""=>""Ideal For"", ""value""=>""Men""}, {""key""=>""Weight"", ""value""=>""78 g""}, {""key""=>""Other Dimensions"", ""value""=>""Strap Length - 197 mm, Strap Width - 21 mm, Dial Diameter - 33 mm""}, {""key""=>""Thickness"", ""value""=>""19 mm""}, {""value""=>""1 Year Manufacturer Warranty""}, {""value""=>""Warranty Card""}, {""key""=>""Strap Type"", ""value""=>""Band""}, {""key""=>""Dial Shape"", ""value""=>""Round""}, {""key""=>""Box Material"", ""value""=>""Plastic""}, {""key""=>""Strap Color"", ""value""=>""Black""}, {""key""=>""Water Resistant"", ""value""=>""Yes""}, {""key""=>""Water Resistance Depth"", ""value""=>""100 m""}, {""key""=>""Clasp Type"", ""value""=>""Buckle""}, {""key""=>""Dial Color"", ""value""=>""Grey, Black""}, {""key""=>""Strap Material"", ""value""=>""Synthetic Strap""}]}",watches,flippd fdrbb fibre analog watch flippd fdrbb fibre analog watch fdrbb online india only flipkart water resistant buckle clasp round dial black strap great discounts only genuine products replacement guarantee free shipping cash delivery
586,SF by Sonata 7963PP02 Dean Analog Watch  - For Men,87e0ba259a84a10580bd659466e73e23.jpg,"{""product_specification""=>[{""key""=>""Mechanism"", ""value""=>""Quartz""}, {""key""=>""Type"", ""value""=>""Analog""}, {""key""=>""Series"", ""value""=>""Dean""}, {""key""=>""Style Code"", ""value""=>""7963PP02""}, {""key""=>""Ideal For"", ""value""=>""Men""}, {""value""=>""1 Year Warranty""}, {""key""=>""Dial Shape"", ""value""=>""Contemporary""}, {""key""=>""Strap Color"", ""value""=>""Dark Blue""}, {""key""=>""Water Resistant"", ""value""=>""Yes""}, {""key""=>""Water Resistance Depth"", ""value""=>""30 m""}, {""key""=>""Dial Color"", ""value""=>""Violet""}, {""key""=>""Strap Material"", ""value""=>""Fiber Strap""}]}",watches,sonata dean analog watch sonata dean analog watch online india only flipkart water resistant contemporary dial drak blue strap great discounts only genuine products replacement guarantee free shipping cash delivery
587,Maxima 07034LMLI Attivo Analog Watch  - For Women,6b04c746cac2aa811d7a8753e54dc96e.jpg,"{""product_specification""=>[{""key""=>""Type"", ""value""=>""Analog""}, {""key""=>""Series"", ""value""=>""Attivo""}, {""key""=>""Style Code"", ""value""=>""07034LMLI""}, {""key""=>""Ideal For"", ""value""=>""Women""}, {""key""=>""Power Source"", ""value""=>""Battery Powered""}, {""key""=>""Height"", ""value""=>""16.45 mm""}, {""key""=>""Other Dimensions"", ""value""=>""Case Height - 20 mm, Case Width - 27.75 mm""}, {""key""=>""Width"", ""value""=>""19.3 mm""}, {""key""=>""Thickness"", ""value""=>""10.1 mm""}, {""value""=>""1 Year Warranty""}, {""key""=>""Dial Shape"", ""value""=>""Rectangle""}, {""key""=>""Strap Color"", ""value""=>""Off White, Pink""}, {""key""=>""Case / Bezel Material"", ""value""=>""Brass Case""}, {""key""=>""Water Resistant"", ""value""=>""Yes""}, {""key""=>""Water Resistance Depth"", ""value""=>""30 m""}, {""key""=>""Clasp Type"", ""value""=>""Buckle""}, {""key""=>""Dial Color"", ""value""=>""White, Red""}, {""key""=>""Other Body Features"", ""value""=>""Silver Color Case, Mineral Glass""}, {""key""=>""Strap Material"", ""value""=>""Leather Strap""}]}",watches,maxima lmli attivo analog watch women maxima lmli attivo analog watch women lmli online india only flipkart brass case buckle clasp rectangular dial white pink strap water resistant great discounts only genuine products replacement guarantee free shipping cash delivery
588,Timewel N1536(GW)_1 Analog Watch  - For Men,156bcd3aba1838a2b6bad856654db964.jpg,"{""product_specification""=>[{""key""=>""Mechanism"", ""value""=>""Quartz""}, {""key""=>""Type"", ""value""=>""Analog""}, {""key""=>""Style Code"", ""value""=>""N1536(GW)_1""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Ideal For"", ""value""=>""Men""}, {""key""=>""Power Source"", ""value""=>""Battery Powered""}, {""value""=>""1 Year Warranty by Manufacturer""}, {""key""=>""Dial Shape"", ""value""=>""Rectangle""}, {""key""=>""Strap Type"", ""value""=>""Leather""}, {""key""=>""Strap Color"", ""value""=>""Black""}, {""key""=>""Case / Bezel Material"", ""value""=>""Gold Case""}, {""key""=>""Dial Color"", ""value""=>""Whiite""}, {""key""=>""Strap Material"", ""value""=>""Genuine Leather Strap""}, {""key""=>""Scratch Resistant"", ""value""=>""Yes""}, {""value""=>""1 Watch, 1 Watch Box, 1 Guarantee""}]}",watches,timewel analog watch timewel analog watch online india only flipkart great discounts only genuine products replacement guarantee free shipping cash delivery
589,"Shopfloor.XYZ Vacuum Cleaner for Computers, Laptops, Mobiles",621a88993a7033df3440ec816c2e386f.jpg,"{""product_specification""=>[{""key""=>""Brand"", ""value""=>""Shopfloor.XYZ""}, {""key""=>""Designed For"", ""value""=>""Computers, Laptops, Mobiles""}, {""key""=>""Model Number"", ""value""=>""SF-VC_011""}, {""key""=>""Model Name"", ""value""=>""Vacuum Cleaner""}, {""key""=>""Sales Package"", ""value""=>""1 vacuum cleaner""}]}",computers,shopfloor vacuum cleaner computers laptops mobiles price requires external power source just plugs straight into port brush suction tube attachment general cleaning fans monitor computer area dust desktop keyboard attachment rubber vacuum dust other particles trapped underneath keyboard keys press high power button increase suction power computer vacuum cleaner laptop keyboard simply connect vacuum port your laptop computer includes vacuum cleaning attachments bristle brush attachment flexible plastic tube handy dusting brush crevice tool your computer very useful device keep your beloved computers laptops clean shining operations simple easy with high effectiveness simply connect vacuum port your laptop computer with cleaning process those dust particles that stuck between your keys make them look ancestral vacuum cleaning attachments included bristle brush attachment flexible rubber computer keyboard tool attachment easy efficient cleaning switch levels slides switch first level turn light slide switch second level turn vacuum cleaner power adjusted press high power button increase suction power vacuuming heavier dirt dust easily keyboard attachment rubber vacuum dust other particles trapped underneath keyboard keys sliding squeezable tube between keys brush suction tube attachment general cleaning vents monitor computer areas dust your desktop requires external power source plugs straight into port vacuum cleaner with light powered from port computer keyboard include brush simple connect vacuum port your laptop computer vacuum cleaning attachments included bristle brush attachment flexible rubber computer keyboard tool attachment specifications shopfloor vacuum cleaner computers laptops mobiles general brand shopfloor designed computers laptops mobiles model number model name vacuum cleaner sales package vacuum cleaner
590,Babyoye Premium Baby Girl's Grey Leggings,25ce025c38c55f28fd0ea3bb0200df79.jpg,"{""product_specification""=>[{""value""=>""1 Legging""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""Cotton""}, {""key""=>""Type"", ""value""=>""Leggings""}, {""key""=>""Pattern"", ""value""=>""Printed""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Ideal For"", ""value""=>""Baby Girl's""}]}",baby care,specifications babyoye premium baby girl grey leggings legging general details number contents sales package pack fabric cotton type leggings pattern printed occasion casual ideal baby girl
591,Furnishing Zone Printed Back Cushion,62a1044ba64031b9e40f98a4fb890d9d.jpg,"{""product_specification""=>[{""key""=>""External Material"", ""value""=>""Polyester Velvet""}, {""key""=>""Pillow Cover Material"", ""value""=>""Polyester Velvet""}, {""key""=>""Brand"", ""value""=>""Furnishing Zone""}, {""key""=>""Pillow Cover Design"", ""value""=>""Two Sided Designed Fabric""}, {""key""=>""Sweat Absorbent"", ""value""=>""Yes""}, {""key""=>""Type"", ""value""=>""Back Cushion""}, {""key""=>""Model Name"", ""value""=>""TTFUR-01""}, {""key""=>""Filling Material"", ""value""=>""Microfibre""}, {""key""=>""Hand Washable"", ""value""=>""Yes""}, {""key""=>""Model ID"", ""value""=>""TT-03""}, {""key""=>""Pillow Design"", ""value""=>""Rectangle""}, {""key""=>""Color"", ""value""=>""Gold""}, {""key""=>""Weight"", ""value""=>""435 g""}, {""key""=>""Length"", ""value""=>""35.56 cm""}, {""key""=>""Width"", ""value""=>""35.56 cm""}, {""key""=>""Depth"", ""value""=>""10.16 cm""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""2""}, {""key""=>""Sales Package"", ""value""=>""2 Cushions""}]}",home furnishing,features furnishing zone printed back cushion attractive colours fiber filled great decorative economy range machine washable furnishing zone printed back cushion pack gold price soft cushion your loved ones inch beautifully crafted decorative washable gift item specifications furnishing zone printed back cushion pack gold general external material polyester velvet pillow cover material polyester velvet brand furnishing zone pillow cover design sided designed fabric sweat absorbent type back cushion model name ttfur filling material microfibre hand washable model pillow design rectangle color gold dimensions weight length width depth number contents sales package sales package cushions
592,Babyoye Premium Baby Girl's Multicolor Leggings,9ec6285cc619688d787d641cb87c10d6.jpg,"{""product_specification""=>[{""value""=>""2 Leggings""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 2""}, {""key""=>""Fabric"", ""value""=>""Cotton""}, {""key""=>""Type"", ""value""=>""Leggings""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Ideal For"", ""value""=>""Baby Girl's""}]}",baby care,features babyoye premium baby girl multicolor leggings multicolor leggings babyoye premium baby girl multicolor leggings pack price babyoye leggings with lace bottom great choice dress your little playtime stroll park made from soft fabric these leggings ensure keep comfortable happy long pair with basic jhabla complete look features material cotton colour light yellow blue pattern solid regular closure pullover comfortable elastic waistband cute lace details pack washing instructions machine wash cold tumble iron medium heat bleach clean specifications babyoye premium baby girl multicolor leggings pack leggings general details number contents sales package pack fabric cotton type leggings pattern solid occasion casual ideal baby girl
593,GREENWICH Baby Girl's Black Jeggings,87f256eeace1a0c2b1f934f061646da5.jpg,"{""product_specification""=>[{""value""=>""1 JEGGING""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""COTTON, POLYESTER, ELASTANE""}, {""key""=>""Type"", ""value""=>""Jeggings""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Ideal For"", ""value""=>""Baby Girl's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""value""=>""Gentle Machine Wash in Lukewarm Water, Do Not Bleach""}, {""key""=>""Other Features"", ""value""=>""BIO WASHED PRODUCT""}]}",baby care,features greenwich baby girl black jeggings black jeggings greenwich baby girl black jeggings price this premium ouality cotton rich girls full jeggings cotton polyester elastane make fabric available preferd colours streched comfort denim finished product specifications greenwich baby girl black jeggings jegging general details number contents sales package pack fabric cotton polyester elastane type jeggings pattern solid ideal baby girl occasion casual fabric care gentle machine wash lukewarm water bleach additional details other features washed product
594,Miracle Retail Bonsai Wild Plant Artificial Plant  with Pot,3589e80e8f7f3f3a5b65447389b90c2e.jpg,"{""product_specification""=>[{""key""=>""Brand"", ""value""=>""Miracle Retail""}, {""key""=>""Model Number"", ""value""=>""BNSI/03""}, {""key""=>""Stem Material"", ""value""=>""Plastic""}, {""key""=>""Bonsai"", ""value""=>""Yes""}, {""key""=>""Type"", ""value""=>""Wild Plant""}, {""key""=>""Plant Material"", ""value""=>""Plastic""}, {""key""=>""Color"", ""value""=>""Yellow""}, {""key""=>""Pot Material"", ""value""=>""Wood""}, {""key""=>""Pot Color"", ""value""=>""Brown""}, {""key""=>""Pot Included"", ""value""=>""Yes""}, {""key""=>""Pot Size"", ""value""=>""Medium""}, {""key""=>""Pot Width"", ""value""=>""10 cm""}, {""key""=>""Weight"", ""value""=>""400 g""}, {""key""=>""Total Height"", ""value""=>""32 cm""}, {""key""=>""Pot Height"", ""value""=>""14 cm""}, {""key""=>""Total Width"", ""value""=>""16 cm""}, {""key""=>""Suitable For"", ""value""=>""Home Decor, Garden Decor, Office Decor""}, {""key""=>""Number of Branches"", ""value""=>""1""}, {""key""=>""Sales Package"", ""value""=>""1 Premium Bonsai Artificial Plant With Wooden Pot""}, {""key""=>""Pack of"", ""value""=>""1""}]}",home decor festive needs,features miracle retail bonsai wild plant artificial plant with premium quality soft plastic artificial bonsai plant with high quality wooden used indoor outdoor purpose ideal home garden ideal side corners ideal centre table miracle retail bonsai wild plant artificial plant with yellow price natural hues refresh your interior once bring this artificial bonsai plant with wooden from house miracle retail ideal beautifying side table centre table dining table this decorative item requires minimum maintenance care made from premium quality plastic artificial bonsai plant completely toxic environment friendly other hand base extremely sturdy lightweight those want brighten their living space without dirt must this artificial bonsai plant with wooden colour your interior landscape order this artificial bonsai plant from miracle retail instantly brightens place wherever keep needs minimal care will make great gifting option friends relatives well specifications miracle retail bonsai wild plant artificial plant with yellow general brand miracle retail model number bnsi stem material plastic bonsai type wild plant plant material plastic color yellow features material wood color brown included size medium dimensions width weight total height height total width additional features suitable home decor garden decor office decor number branches sales package premium bonsai artificial plant with wooden pack
595,"Mayursflora Bonsai Aloe, Maple, Arecaceae, Palm, Maguey Artificial Plant  with Pot",dde89969aecfa2c5245e8059c660b139.jpg,"{""product_specification""=>[{""key""=>""Sales Package"", ""value""=>""Flower Plant In Yellow Bucket""}, {""key""=>""Brand"", ""value""=>""Mayursflora""}, {""key""=>""Model Number"", ""value""=>""MFGI034""}, {""key""=>""Color"", ""value""=>""Yellow, Green""}, {""key""=>""Type"", ""value""=>""Aloe, Maple, Arecaceae, Palm, Maguey""}, {""key""=>""Bonsai"", ""value""=>""Yes""}, {""key""=>""Pot Included"", ""value""=>""Yes""}, {""key""=>""Total Height"", ""value""=>""12 cm""}]}",home decor festive needs,specifications mayursflora bonsai aloe maple arecaceae palm maguey artificial plant with yellow green sales package flower plant yellow bucket general brand mayursflora model number mfgi color yellow green type aloe maple arecaceae palm maguey bonsai features included dimensions total height
596,V Creations Bonsai Cactus Artificial Plant  with Pot,e4922f01eda047582cd72e9d1063ab7a.jpg,"{""product_specification""=>[{""key""=>""Sales Package"", ""value""=>""set of 2""}, {""key""=>""Brand"", ""value""=>""V Creations""}, {""key""=>""Model Number"", ""value""=>""Red-Green_cactus_16116""}, {""key""=>""Color"", ""value""=>""Green""}, {""key""=>""Type"", ""value""=>""Cactus""}, {""key""=>""Bonsai"", ""value""=>""Yes""}, {""key""=>""Pot Included"", ""value""=>""Yes""}, {""key""=>""Total Height"", ""value""=>""10 cm""}]}",home decor festive needs,specifications creations bonsai cactus artificial plant with green sales package general brand creations model number green cactus color green type cactus bonsai features included dimensions total height
